"Account Name","Logo URL","Website","Product Name","Related To","Purchase History Name","Install Date","Status","Usage End Date","Purchase Date","Purchase History Purchase History"
"Twitter","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/twitter.png","http://www.twitter.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Twitter - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/1/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"cnvrg.io","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","cnvrg.io - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/10/2019","The Linux Foundation Silver Membership"
"SkyWiz LTD","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/skywiz-ltd.svg","www.skywiz.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SkyWiz LTD - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/10/2019","The Linux Foundation Silver Membership"
"Morpheus Data","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/morpheus-data.svg","www.morpheusdata.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Morpheus Data - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/10/2019","The Linux Foundation Silver Membership"
"Conduent","","https://www.conduent.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Conduent - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/18/2019","2019 The Linux Foundation Silver Membership Total Employee Size 5000+"
"Cargill, Inc.","","http://www.cargill.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cargill, Inc. - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/18/2019","2019 The Linux Foundation Silver Membership Total Employee Size 5000+"
"HomeAway.com, Inc.","","http://www.homeaway.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","HomeAway.com, Inc. - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/1/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Fauna","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Fauna - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/14/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"WhiteSource","","http://www.whitesourcesoftware.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","WhiteSource - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Tyk Technologies Ltd.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/tyk-technologies-ltd.svg","www.tyk.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Tyk Technologies Ltd. - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/9/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SBERBANK","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/sberbank.svg","http:www.sberbank.ru","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SBERBANK - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Codefresh, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/codefresh-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Codefresh, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"VSHN AG","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/vshn-ag.svg","www.vshn.ch","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","VSHN AG - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Noris Network AG","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/noris-network-ag.svg","http://www.noris.de","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Noris Network AG - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Lear Corporation","","http://www.lear.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Lear Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Wanxiang Group","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/wanxiang-group.svg","www.wxciv.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Wanxiang Group - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"WhizUs GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/whizus-gmbh.svg","https://www.whizus.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","WhizUs GmbH - The Linux Foundation - Silver Membership - 2019","12/1/2019","Active","11/30/2020","12/13/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Keysight Technologies, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/keysight-technologies-inc.svg","http://www.keysight.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Keysight Technologies, Inc. - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","12/31/2020","1/8/2020","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Fortanix","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/fortanix.svg","http://www.fortanix.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Fortanix - The Linux Foundation - Silver Membership - 2019","10/1/2019","Active","9/30/2020","9/26/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Indeed","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/indeed.svg","http://www.indeed.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Indeed - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","Linux Foundation Silver Membership Annual Dues"
"BondEvalue Pte. Ltd.","","www.bondevalue.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","BondEvalue Pte. Ltd. - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","10/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Codethink","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/codethink.svg","http://codethink.co.uk","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Codethink - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Comcast","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/comcast.svg","http://www.comcast.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Comcast - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"LPI.org","","http://www.lpi.org","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","LPI.org - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/2/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Infoblox Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/infoblox-inc.svg","http://www.infoblox.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Infoblox Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Arista Networks","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/arista-networks.svg","http://www.aristanetworks.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Arista Networks - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","Linux Foundation Silver Membership Annual Dues"
"LF AI Foundation","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","LF AI Foundation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/11/2019",""
"China Standard Software (Beijing) CO., LTD","","http://www.cs2c.com.cn","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","China Standard Software (Beijing) CO., LTD - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Loodse GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/loodse-gmbh.svg","www.loodse.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Loodse GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Cloud 66","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cloud-66.svg","www.cloud66.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cloud 66 - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/5/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"KDDI Corporation","","www.kddi.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","KDDI Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"New Relic, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/new-relic-inc.svg","http://www.newrelic.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","New Relic, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"China Mobile Communication Company Ltd","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/china-mobile-communication-company-ltd.svg","http://","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","China Mobile Communication Company Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Ricker Lyman Robotic Company, Inc. (Hivecell)","","hivecell.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ricker Lyman Robotic Company, Inc. (Hivecell) - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","1/31/2021","1/16/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Telenav, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/telenav-inc.svg","http://www.telenav.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Telenav, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Kong Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/kong-inc.svg","https://konghq.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kong Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Blockchain Technology Partners","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/blockchain-technology-partners.svg","www.blockchaintp.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Blockchain Technology Partners - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Nokia Corporation","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/nokia-corporation.svg","http://www.nokia.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Nokia Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"China Merchants Bank","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/china-merchants-bank.svg","www.cmbchina.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","China Merchants Bank - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Loyyal Corporation (formerly Ribbet.me! USA)","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/loyyal-corporation-formerly-ribbetme-usa.svg","http://www.Ribbit.me","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Loyyal Corporation (formerly Ribbet.me! USA) - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Fluendo S.A.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/fluendo-sa.svg","http://www.fluendo.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Fluendo S.A. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Container Solutions BV","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/container-solutions-bv.svg","http://www.container-solutions.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Container Solutions BV - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Octarine","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/octarine.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Octarine - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
